Decade,Date,Time,Location,Operator,Flight_Num,Route,Ac_Type,Registration,Cn_Ln,Aboard,Fatalities,Ground,Summary,Aboard_Total,Fatalities_Total,Operator_vs_Military,Country_location,Code,Country_Geopy,State_Code
1990,1991-03-03,0944,"Near Colorado Springs, Colorado",United Air Lines,585,Denver - Colorado Springs,Boeing B-737-291,N999UA,22742/875,"{'total': 25, 'passengers': 20, 'crew': 5}","{'total': 25, 'passengers': 20, 'crew': 5}",0.0,"While on final approach to Colorado Springs, the aircraft suddenly rolled to the right and pitched nose down until it reached an almost vertical attitude before hitting the ground. Uncommanded deflection of the rudder caused by the jamming of the main rudder PUC servo valve. The rudder malfunction forced the rudder to go in the opposite direction the pilots commanded it to go. First female pilot to die on the flight deck of a major U.S. airline.",25,25,United Air Lines,"{'place_id': 317535881, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 161961, 'lat': '38.7251776', 'lon': '-105.607716', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7160100617, 'addresstype': 'state', 'name': 'Colorado', 'display_name': 'Colorado, United States', 'boundingbox': ['36.9925245', '41.0034002', '-109.0601879', '-102.0415850']}",USA,"Colorado, United States",CO
1990,1991-03-16,0143,"San Diego, CA",Duncan Aircraft Sales,,"San Diego - Amarillo, TX  - Evansville, IN",Hawker-Siddeley DH-125-1A/522,N831LC,25095,"{'total': 10, 'passengers': 8, 'crew': 2}","{'total': 10, 'passengers': 8, 'crew': 2}",0.0,"The aircraft hit rising terrain near the top of Mt. Otay, 8 miles NE of Brown Field at an elevation of 3,300 feet shortly after taking off. Improper planning/decision by the pilot. Failure of the crew to maintain proper altitude and clearance over mountainous terrain and the failure of the copilot to adequately monitor the progress of the flight. Seven members of the Reba McEntire band were killed.",10,10,Duncan Aircraft Sales,"{'place_id': 307554338, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 253832, 'lat': '32.7174202', 'lon': '-117.162772', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.672797006, 'addresstype': 'city', 'name': 'San Diego', 'display_name': 'San Diego, San Diego County, California, United States', 'boundingbox': ['32.5347979', '33.1141940', '-117.3098161', '-116.9057417']}",USA,"California, United States",CA
1990,1991-03-21,0215,"Off San Diego, California",Military - U.S. Navy / Military -  U.S. Navy,,,Lockheed P-3C / Lockheed P-3C,158930/159325,185-5602 /185-5615,"{'total': 27, 'passengers': None, 'crew': None}","{'total': 27, 'passengers': None, 'crew': None}",0.0,"The two aircraft collided at an altitude of 3,000 ft. while conducting training exercises off the coast of southern California.  Both planes crashed into the sea. Loss of situational awareness, one crew misunderstanding the others intentions or a previous understanding made by radio contact may have led to the accident. Thirteen aboard 159325 and 14 aboard 158930 were killed.",27,27,Military,"{'place_id': 377204068, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 16849711, 'lat': '32.8627996', 'lon': '-116.70378066628393', 'class': 'boundary', 'type': 'aboriginal_lands', 'place_rank': 25, 'importance': 0.12501, 'addresstype': 'aboriginal_lands', 'name': 'Viejas Off-Reservation Trust Land', 'display_name': 'Viejas Off-Reservation Trust Land, Viejas, San Diego County, California, United States', 'boundingbox': ['32.8564551', '32.8654971', '-116.7093856', '-116.7025186']}",USA,"California, United States",CA
1990,1991-04-04,1210,"Marion, Pennsylvania",Private,,"Williamsport, PA  - Philadelphia, PA",Piper Aerostar 601 / Bell 412SP,N3645D / N78S,6108448162153/0151,"{'total': 5, 'passengers': 4, 'crew': 1}","{'total': 5, 'passengers': 4, 'crew': 1}",2.0,"When the plane's nose gear indicator light did not illuminate a helicopter was dispatched to verify the nose gear was down. While making the inspection, the helicopter's blades accidentally hit the bottom of the plane sending both aircraft into the ground, killing all aboard both aircraft. Pennsylvania Senator H. John Heinz III was killed in the crash along with two children playing outside an elementary school. Two killed aboard the Bell and 3 aboard the Piper. The poor judgment by the captain of the airplane to permit the in-flight inspection after he had determined to the best of his ability that the nose landing gear was fully extended. The poor judgment of the captain of the helicopter to conduct the inspection and the failure of the flight crew of the helicopter to maintain safe separation.",5,5,Private,"{'place_id': 5897113, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 158493124, 'lat': '39.8573144', 'lon': '-77.6952703', 'class': 'place', 'type': 'hamlet', 'place_rank': 20, 'importance': 0.3075723342, 'addresstype': 'hamlet', 'name': 'Marion', 'display_name': 'Marion, Guilford Township, Franklin County, Pennsylvania, 17235, United States', 'boundingbox': ['39.8373144', '39.8773144', '-77.7152703', '-77.6752703']}",USA,"Pennsylvania, United States",PA
1990,1991-04-05,1451,"Brunswick, Georgia",Atlantic Southeast Airlines,2311,Atlanta - Brunswick,Embraer 120RT- Brasilia,N270AS,120-218,"{'total': 23, 'passengers': 20, 'crew': 3}","{'total': 23, 'passengers': 20, 'crew': 3}",0.0,"Just after turning onto final approach, the aircraft suddenly rolled left until the wings were perpendicular to the ground and crashed in a nose down attitude 2 miles short of  the runway. Malfunction of the left engine propeller control unit which allowed the propeller blade angle to go below the flight idle position. Contributing to the accident was the deficient design of the propeller control unit by Hamilton Standard and the approval of the design by the FAA . Texas Senator John Tower, 66, his daughter and astronaut Manley ""Sonny"" Carter were among those killed.",23,23,Atlantic Southeast Airlines,"{'place_id': 291297969, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 119696, 'lat': '31.1499528', 'lon': '-81.4914894', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.41198865960000003, 'addresstype': 'town', 'name': 'Brunswick', 'display_name': 'Brunswick, Glynn County, Georgia, United States', 'boundingbox': ['31.1034050', '31.2049860', '-81.5302030', '-81.4007770']}",USA,"Georgia, United States",GA
1990,1991-05-13,1319,"Grand Canyon, Airzona",Air Taxi - Air Grand Canyon Inc.,,Local sightseeing,Cessna 207A,N6280H,20700463,"{'total': 7, 'passengers': 6, 'crew': 1}","{'total': 7, 'passengers': 6, 'crew': 1}",0.0,"The airplane crashed into a wooded area about 8 minutes after takeoff. Detonation (or pre-ignition) in the number 1 cylinder, which resulted in erosion (burning) of the number 1 piston and subsequent loss of engine power. A factor related to the accident was: the lack of suitable terrain for an emergency landing.",7,7,Air Taxi - Air Grand Canyon Inc.,"{'place_id': 308845013, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 460253573, 'lat': '35.26073705', 'lon': '-113.94219219117696', 'class': 'aeroway', 'type': 'hangar', 'place_rank': 30, 'importance': 1e-05, 'addresstype': 'aeroway', 'name': 'AirZona Aircraft Services Inc', 'display_name': 'AirZona Aircraft Services Inc, 7100, Flightline Drive, New Kingman-Butler, Mohave County, Arizona, 86401, United States', 'boundingbox': ['35.2605566', '35.2609655', '-113.9424361', '-113.9419481']}",USA,"Arizona, United States",AZ
1990,1991-07-10,1812,"Birmingham, Alabama",L'Express Airlines,508,New Orleans - Mobile - Birmingham,Beechcraft BE-99-C99,N7217L,U226,"{'total': 15, 'passengers': 13, 'crew': 2}","{'total': 13, 'passengers': 12, 'crew': 1}",0.0,"While the aircraft was on approach, it entered an area of thunderstorms. The aircraft rolled left and pitched up as the aircraft approached level flight. The aircraft then stalled and started to descend. The descent couldn't be arrested and the aircraft crashed into a residential area, destroying two homes and two automobiles.  Decision by the pilot-in-command to continue instrument approach into thunderstorm conditions resulting in loss of control of the aircraft. The pilot and one passenger survived the accident.",15,13,L'Express Airlines,"{'place_id': 328358785, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 111031, 'lat': '33.5206824', 'lon': '-86.8024326', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.5569828868, 'addresstype': 'city', 'name': 'Birmingham', 'display_name': 'Birmingham, Jefferson County, Alabama, United States', 'boundingbox': ['33.3842122', '33.6785907', '-87.1226449', '-86.5783119']}",USA,"Alabama, United States",AL
1990,1991-08-20,1315,"Ketchikan, Alaska",Temsco Airlines,,"Ketchikan, AK - Wrangell, AK",Britten-Norman BN-2A-6 Islander,N68HA,2009,"{'total': 4, 'passengers': 3, 'crew': 1}","{'total': 4, 'passengers': 3, 'crew': 1}",0.0,"Crashed while en route, flying VFR in deteriorating weather. The pilot attempting to operate VFR in IFR conditions.",4,4,Temsco Airlines,"{'place_id': 32595077, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 10814214, 'lat': '55.3430696', 'lon': '-131.6466819', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.4999206069, 'addresstype': 'town', 'name': 'Ketchikan', 'display_name': 'Ketchikan, Ketchikan Gateway, Alaska, 99901, United States', 'boundingbox': ['55.3265270', '55.3643710', '-131.7073380', '-131.6149350']}",USA,"Alaska, United States",AK
1990,1991-08-28,2359,"Walton, Oregon",Air Taxi - Bohemia Inc.,,,Aerospatiale 350B1,N64SF,,"{'total': 3, 'passengers': 2, 'crew': 1}","{'total': 3, 'passengers': 2, 'crew': 1}",0.0,"While maneuvering in remote mountainous terrain, on a dark night, with light drizzle and patchy clouds, the helicopter collided with a mountain. The wreckage scattered on a heading opposite the flights destination. The helicopter was destroyed by a post crash fire and there were no noted mechanical failures or malfunctions. The pilot's failure to maintain clearance from terrain.",3,3,Air Taxi - Bohemia Inc.,"{'place_id': 314384381, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 150947492, 'lat': '44.0307442', 'lon': '-123.5853932', 'class': 'place', 'type': 'hamlet', 'place_rank': 20, 'importance': 0.3154342386, 'addresstype': 'hamlet', 'name': 'Walton', 'display_name': 'Walton, Lane County, Oregon, United States', 'boundingbox': ['44.0107442', '44.0507442', '-123.6053932', '-123.5653932']}",USA,"Oregon, United States",OR
1990,1991-09-11,1003,"Near Eagle Lake, Texas",Continental Express,2574,Laredo - Houston,Embraer 120RT Brasilia,N33701,120-077,"{'total': 14, 'passengers': 11, 'crew': 3}","{'total': 14, 'passengers': 11, 'crew': 3}",0.0,In-flight loss of the leading edge of the left horizontal stabilizer. Forty-seven screw fasteners that would have attached the upper surface of the leading edge assembly for the left side of the horizontal stabilizer were missing. Work was scheduled on both the right and left leading edges of he horizontal stabilizer. Screws were removed from both the right and left side. A later shift decided not to do the left side but did not know the earlier shift removed the left side screws. Lack of compliance with FAA approved maintenance procedures.,14,14,Continental Express,"{'place_id': 305234088, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 114690, 'lat': '31.2638905', 'lon': '-98.5456116', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.7580521395, 'addresstype': 'state', 'name': 'Texas', 'display_name': 'Texas, United States', 'boundingbox': ['25.8370600', '36.5004529', '-106.6458459', '-93.5078217']}",USA,"Texas, United States",TX
1990,1991-09-18,2155,"Belvedere Center, Vermont",Canair Cargo,,Moncton - Hamilton,Convair CV-580,C-FICA,98,"{'total': 2, 'passengers': 0, 'crew': 2}","{'total': 2, 'passengers': 0, 'crew': 2}",0.0,"The cargo plane lost control and crashed into a mountainside while en route. Failure of the first officer to maintain control of the aircraft after becoming spatially disoriented and his exceeding the design stress limits of the aircraft. Factors related to the accident were: the lack of two pilots in the cockpit, darkness, and instrument meteorological conditions at flight altitude.",2,2,Canair Cargo,"{'place_id': 10259364, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 60759, 'lat': '44.5990718', 'lon': '-72.5002608', 'class': 'boundary', 'type': 'administrative', 'place_rank': 8, 'importance': 0.6908779874000001, 'addresstype': 'state', 'name': 'Vermont', 'display_name': 'Vermont, United States', 'boundingbox': ['42.7269600', '45.0166650', '-73.4377400', '-71.4653860']}",USA,"Vermont, United States",VT
1990,1991-10-25,2156,"Vallejo, California",Corporate Mobility Inc. - Private,,"Concord, CA - Novato, CA",Bell 206B helicopter,N3456M,1391,"{'total': 3, 'passengers': 2, 'crew': 1}","{'total': 3, 'passengers': 2, 'crew': 1}",0.0,"The helicopter struck the top of a 223 foot high transmission tower, crashed and exploded in flames, 27 miles northwest of its departure point in high winds and heavy rain. The pilot's intentional flight into known adverse weather, continued flight into instrument meteorological conditions, and improper altitude.  Rock promoter Bill Graham, 60, was killed.",3,3,Corporate Mobility Inc. - Private,"{'place_id': 310256369, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 112533, 'lat': '38.1040864', 'lon': '-122.2566367', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.5244524349, 'addresstype': 'city', 'name': 'Vallejo', 'display_name': 'Vallejo, Solano County, California, United States', 'boundingbox': ['38.0593812', '38.1734960', '-122.3875532', '-122.1661500']}",USA,"California, United States",CA
1990,1991-11-20,1814,"Davis, California",Air Taxi - Airis Helicopters Inc.,,"San Francisco, CA - Sacramento, CA",Bell 206B,N5011K,2580,"{'total': 3, 'passengers': 2, 'crew': 1}","{'total': 3, 'passengers': 2, 'crew': 1}",0.0,The helicopter impacted the ground 8 nm from it's destination airport in fog and low visibility. The decision of the pilot to continue night low level flight in forecasted adverse weather conditions. Contributing to the accident was the foggy weather and dark night conditions which restricted the pilot's visual outlook.,3,3,Air Taxi - Airis Helicopters Inc.,"{'place_id': 310316082, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 11049243, 'lat': '38.5435526', 'lon': '-121.739005', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.45158818900000003, 'addresstype': 'city', 'name': 'Davis', 'display_name': 'Davis, Yolo County, California, United States', 'boundingbox': ['38.5349054', '38.5755508', '-121.7939770', '-121.6756663']}",USA,"California, United States",CA
1940,1946-01-06,03:59,"Birmingham, Alabama",Pennsylvania Central Airlines,105,"New York City - Birmingham, AL",Douglas DC-3,N21786,4131,"{'total': 11, 'passengers': 7, 'crew': 4}","{'total': 3, 'passengers': 0, 'crew': 3}",0.0,"In worsening weather conditions, the plane landed fast and high while making an instrument approach to Birmingham, overran the runway, crashed through the barrier fence and into a creek. The action of the pilot in committing himself to a landing from an approach which was too high and too fast.",11,3,Pennsylvania Central Airlines,"{'place_id': 328358785, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 111031, 'lat': '33.5206824', 'lon': '-86.8024326', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.5569828868, 'addresstype': 'city', 'name': 'Birmingham', 'display_name': 'Birmingham, Jefferson County, Alabama, United States', 'boundingbox': ['33.3842122', '33.6785907', '-87.1226449', '-86.5783119']}",USA,"Alabama, United States",AL
1940,1946-01-18,11:03,"Cheshire, Connecticut",Eastern Air Lines,16B,New York - Boston,Douglas DC-3-201E,NC19970,3254,"{'total': 17, 'passengers': 14, 'crew': 3}","{'total': 17, 'passengers': 14, 'crew': 3}",0.0,"The aircraft lost control and spiraled into the ground after the No. 1 engine caught on fire and the left wing separated from the aircraft. The fire, caused by the failure of a fuel line or fuel line connection, led to failure of the left wing.",17,17,Eastern Air Lines,"{'place_id': 11564935, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 11049401, 'lat': '41.4989861', 'lon': '-72.900658', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.4059215618, 'addresstype': 'town', 'name': 'Cheshire', 'display_name': 'Cheshire, Naugatuck Valley Planning Region, Connecticut, United States', 'boundingbox': ['41.4479619', '41.5639645', '-72.9693670', '-72.8467070']}",USA,"Connecticut, United States",CT
1940,1946-01-31,02:47,"Mt. Elk, Wyoming",United Air Lines,14,Boise - Denver,Douglas DC-3-194H,NC25675,2147,"{'total': 21, 'passengers': 18, 'crew': 3}","{'total': 21, 'passengers': 18, 'crew': 3}",0.0,"The aircraft crashed into Elk Mountain after the crew made an unauthorized deviation from the prescribed route at an altitude insufficient to assure adequate clearance over Elk Mountain. Flight had originally filed for 13,000 ft.  But later amended the flight plan to 11,000 ft. Elk Mountain is 11,152 ft. MSL.",21,21,United Air Lines,"{'place_id': 315996851, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 334625295, 'lat': '44.3261076', 'lon': '-106.9135762', 'class': 'highway', 'type': 'residential', 'place_rank': 26, 'importance': 0.10001, 'addresstype': 'road', 'name': 'Elk Mount Road', 'display_name': 'Elk Mount Road, Johnson County, Wyoming, United States', 'boundingbox': ['44.3253683', '44.3275446', '-106.9136245', '-106.9126007']}",USA,"Wyoming, United States",WY
1940,1946-03-03,08:12,"Live Oak Springs, California",American Airlines,6-103,Dallas - Tucon - San Diego,Douglas DC-3-227B,NC21799,2203,"{'total': 27, 'passengers': 24, 'crew': 3}","{'total': 27, 'passengers': 24, 'crew': 3}",0.0,"While on approach to San Diego, the aircraft flew into Tierra Blanca Mountain at an altitude of 4,500 feet in fog, exploded and burned. The crew descended into instrument conditions to an altitude below that required to maintain clearance over Thing Mountain. The reason for the descent was not determined.",27,27,American Airlines,"{'place_id': 307346495, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 150938803, 'lat': '32.6906137', 'lon': '-116.334462', 'class': 'place', 'type': 'hamlet', 'place_rank': 20, 'importance': 0.1708812954, 'addresstype': 'hamlet', 'name': 'Live Oak Springs', 'display_name': 'Live Oak Springs, San Diego County, California, 91905, United States', 'boundingbox': ['32.6706137', '32.7106137', '-116.3544620', '-116.3144620']}",USA,"California, United States",CA
1940,1946-03-19,11:45,"Hobart Mills, California",Military - U.S. Army Air Forces,,"Stockton, CA - Ogden, UT",Douglas C-47B,45-1085,,"{'total': 26, 'passengers': 23, 'crew': 3}","{'total': 26, 'passengers': 23, 'crew': 3}",0.0,The aircraft lost its right wing and disintegrated over Donner Summit for reasons unknown.,26,26,Military,"{'place_id': 309949843, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 141032517, 'lat': '39.4004621', 'lon': '-120.183811', 'class': 'place', 'type': 'locality', 'place_rank': 25, 'importance': 0.12501, 'addresstype': 'locality', 'name': 'Hobart Mills', 'display_name': 'Hobart Mills, Nevada County, California, United States', 'boundingbox': ['39.3904621', '39.4104621', '-120.1938110', '-120.1738110']}",USA,"California, United States",CA
1940,1946-05-10,,"Munson, Florida",Military U.S. Navy / Military - U.S. Navy,,,PBY4-2 Privateer / PB4Y-2 Privateer,,,"{'total': 28, 'passengers': None, 'crew': None}","{'total': 28, 'passengers': None, 'crew': None}",0.0,Collided in midair while a fighter made practice diving maneuvers on the formation.,28,28,Military,"{'place_id': 292952299, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'node', 'osm_id': 153634747, 'lat': '30.8576858', 'lon': '-86.8730163', 'class': 'place', 'type': 'hamlet', 'place_rank': 20, 'importance': 0.25001, 'addresstype': 'hamlet', 'name': 'Munson', 'display_name': 'Munson, Santa Rosa County, Florida, United States', 'boundingbox': ['30.8376858', '30.8776858', '-86.8930163', '-86.8530163']}",USA,"Florida, United States",FL
1940,1946-05-16,c 01:00,"Richmond, Virginia",Viking Air Transport,,Richmond - Atlanta,Douglas DC-3,NC53218,19626,"{'total': 27, 'passengers': 25, 'crew': 2}","{'total': 27, 'passengers': 25, 'crew': 2}",0.0,"Engine trouble after takeoff forced the crew to return to Richmond. While the crew was attempting to land a second time, an engine was shut down because it was running rough. The pilot apparently shut down the wrong engine. The plane stalled and crashed to earth, nose first. Inability of the crew to maintain adequate control of the aircraft to effect an emergency single-engine instrument approach under adverse weather conditions.",27,27,Viking Air Transport,"{'place_id': 2209503, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 3864712, 'lat': '37.5385087', 'lon': '-77.43428', 'class': 'boundary', 'type': 'administrative', 'place_rank': 12, 'importance': 0.6203281548, 'addresstype': 'city', 'name': 'Richmond', 'display_name': 'Richmond, Virginia, United States', 'boundingbox': ['37.4467305', '37.6028099', '-77.6011728', '-77.3853030']}",USA,"Virginia, United States",VA
1940,1946-07-09,20:10,"Holyoke, Massachusetts",Military - U.S. Army Air Forces,,,Boeing B17G,43-39136,,"{'total': 25, 'passengers': 21, 'crew': 4}","{'total': 25, 'passengers': 21, 'crew': 4}",0.0,Struck a slope on Mt. Tom during an approach to land at Westover Field.,25,25,Military,"{'place_id': 10976150, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1181614, 'lat': '42.2071434', 'lon': '-72.60765', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.4865457637, 'addresstype': 'city', 'name': 'Holyoke', 'display_name': 'Holyoke, Hampden County, Massachusetts, 01040, United States', 'boundingbox': ['42.1620322', '42.2862341', '-72.6905147', '-72.5902095']}",USA,"Massachusetts, United States",MA
1940,1946-07-11,,"Reading, Pennsylvania",Trans Continental and Western Air,513,Training flight,Lockheed L-049 Constellation,NC86513,2040,"{'total': 6, 'passengers': 0, 'crew': 6}","{'total': 5, 'passengers': 0, 'crew': 5}",0.0,"The flight crashed due to an in-flight fire caused by failure of a generator lead-through stud installation in the baggage compartment causing intense heat due to electrical arching, ignition of fuselage insulation and  creation of smoke rendering the crew incapable of controlling the aircraft. The plane crashed into powerlines and trees and burst into flames. The accident led to a 30-day grounding of all L-049s. The plane was named Star of Lisbon. Training flight.",6,5,Trans Continental and Western Air,"{'place_id': 14029212, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 188481, 'lat': '40.335345', 'lon': '-75.9279495', 'class': 'place', 'type': 'city', 'place_rank': 16, 'importance': 0.5450354276, 'addresstype': 'city', 'name': 'Reading', 'display_name': 'Reading, Berks County, Pennsylvania, United States', 'boundingbox': ['40.2965020', '40.3712510', '-75.9606857', '-75.8905120']}",USA,"Pennsylvania, United States",PA
1940,1946-07-18,21:10,"Goodland, Kansas",Military - U.S. Army Air Corps,,Topeka - Denver,Douglas C-47,,,"{'total': 13, 'passengers': 10, 'crew': 3}","{'total': 13, 'passengers': 10, 'crew': 3}",0.0,Crashed into a field during a thunder and lightning storm.,13,13,Military,"{'place_id': 316894237, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 129699, 'lat': '39.350833', 'lon': '-101.710172', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.43451596680000004, 'addresstype': 'city', 'name': 'Goodland', 'display_name': 'Goodland, Sherman County, Kansas, 67735, United States', 'boundingbox': ['39.3221840', '39.3802970', '-101.7341770', '-101.6837710']}",USA,"Kansas, United States",KS
1940,1946-07-20,12:15,Off the Panama coast,Military -  (2) U.S. Army Air Forces,,,Boeing B-17G / Boeing B-17G,4485624/4485626,,"{'total': 20, 'passengers': None, 'crew': None}","{'total': 20, 'passengers': None, 'crew': None}",0.0,"The two aircraft collided in midair, 20 miles north of the Panamanian island of Coiba while searching for a missing plane. Ten died aboard each aircraft.",20,20,Military,"{'place_id': 293075397, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'way', 'osm_id': 830281319, 'lat': '30.169838050000003', 'lon': '-85.75583301214297', 'class': 'landuse', 'type': 'military', 'place_rank': 22, 'importance': 0.5898417751, 'addresstype': 'military', 'name': 'U.S. Coast Guard - Station Panama City', 'display_name': 'U.S. Coast Guard - Station Panama City, 1700, Panama City Beach, Bay County, Florida, 32408, United States', 'boundingbox': ['30.1689447', '30.1707016', '-85.7582999', '-85.7534598']}",USA,"Florida, United States",FL
1940,1946-08-09,,"Lakehurst, New Jersey",Atlantic Central Airlines,,Atlantic City - Newark,Lockheed 18-56 Lodestar,,,"{'total': 6, 'passengers': 4, 'crew': 2}","{'total': 4, 'passengers': 2, 'crew': 2}",0.0,Crashed and burned while attempting to glide in for an emergency landing at Lakhurst Field.,6,4,Atlantic Central Airlines,"{'place_id': 14532245, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 170320, 'lat': '40.014561', 'lon': '-74.3112574', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.410822081, 'addresstype': 'village', 'name': 'Lakehurst', 'display_name': 'Lakehurst, Ocean County, New Jersey, United States', 'boundingbox': ['40.0041350', '40.0216444', '-74.3317671', '-74.2984650']}",USA,"New Jersey, United States",NJ
1940,1946-08-21,04:19,"Moline, Illinois",Trans Luxury Airlines,878,Teterboro - Chicago - San Francisco,Douglas C-47-DL,N51878,4542,"{'total': 25, 'passengers': 22, 'crew': 3}","{'total': 2, 'passengers': 0, 'crew': 2}",0.0,"While the aircraft was flying near Moline, the No. 1 engine failed. The prop was feathered and a descent initiated for an emergency landing.The aircraft overshot the landing and a  go-around was executed. A left turn was made with the gear and flaps extended. The left wing touched the ground and the aircraft cartwheeled. The engine failure was caused by a No. 5 cylinder fracture.",25,2,Trans Luxury Airlines,"{'place_id': 27981605, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 126022, 'lat': '41.5058344', 'lon': '-90.5136642', 'class': 'boundary', 'type': 'administrative', 'place_rank': 16, 'importance': 0.5242284074, 'addresstype': 'city', 'name': 'Moline', 'display_name': 'Moline, Rock Island County, Illinois, 61265, United States', 'boundingbox': ['41.4209836', '41.5183246', '-90.5399416', '-90.4320985']}",USA,"Illinois, United States",IL
1940,1946-09-05,c 02:00,"Elko, Nevada",Trans-Luxury Airlines,850,New York City - San Francisco,Douglas DC-3 (C-47-A5-DL),NC57850,9214,"{'total': 22, 'passengers': 19, 'crew': 3}","{'total': 21, 'passengers': 18, 'crew': 3}",0.0,The aircraft lost contact with the ground in fog and crashed into a hillside while attempting to land at Elko Airport. A two-year-old boy was the only survivor. The pilot continued the approach after losing visual contact with the airport due to fog. Unfamiliarity of the pilot with the terrain. Insufficent fuel aboard to proceed to an alternate landing site.,22,21,Trans-Luxury Airlines,"{'place_id': 315243235, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. http://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 166462, 'lat': '41.1958128', 'lon': '-115.3272864', 'class': 'boundary', 'type': 'administrative', 'place_rank': 12, 'importance': 0.4669962049, 'addresstype': 'county', 'name': 'Elko County', 'display_name': 'Elko County, Nevada, United States', 'boundingbox': ['40.1185650', '41.9992147', '-117.0177540', '-114.0402955']}",USA,"Nevada, United States",NV
